Unnamed: 0,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域,楼房结构,房源发布时间
1821,十二桥路16号附2号,100万,3室1厅2卫, 58.64平米 ,16968元/平米,南,中楼层,简装,青羊区, 板楼, 4个月前
1822,香瑞楠府,135万,3室1厅1卫, 88.2平米 ,15307元/平米,南,低楼层,简装,双流区, 塔楼, 1个月前
1823,卓锦城一期,154万,2室1厅1卫, 98.51平米 ,15633元/平米,西南,高楼层,简装,锦江区, 板塔结合, 1个月前
1824,蓝润睿城,46万,1室1厅1卫, 40.28平米 ,11421元/平米,东南,高楼层,精装,温江区, 塔楼, 1个月前
1825,阳光100米娅中心二期,110万,2室2厅1卫, 70.61平米 ,15551元/平米,东北,低楼层,精装,成华区, 塔楼, 1年前
1826,南城都汇汇雅园二期,343万,3室2厅1卫, 125.48平米 ,27336元/平米,南,低楼层,简装,武侯区, 板塔结合, 1年前
1827,南城都汇汇雅园二期,188万,2室2厅1卫, 89.85平米 ,20924元/平米,南北,低楼层,简装,武侯区, 板塔结合, 1年前
1828,保利香槟国际,123万,2室1厅2卫, 83.6平米 ,14713元/平米,西南,中楼层,精装,金牛区, 板楼, 3个月前
1829,首创国际城二期,120万,3室1厅2卫, 81.82平米 ,14667元/平米,西南,低楼层,精装,成华区, 塔楼, 6个月前
1830,明星花苑,30万,1室1厅1卫, 58.76平米 ,5106元/平米,南,高楼层,简装,龙泉驿区, 板楼, 20天前
1831,首创国际城二期,199万,4室2厅1卫, 129.54平米 ,15363元/平米,东北,高楼层,精装,成华区, 塔楼, 21天前
1832,莱茵河畔,258万,5室1厅1卫, 164.73平米 ,15662元/平米,东,高楼层,精装,武侯区, 塔楼, 1个月前
1833,南桥春天,119万,3室1厅2卫, 80.33平米 ,14814元/平米,东南,低楼层,简装,高新区, 板楼, 3个月前
1834,78号观邸,255万,3室1厅1卫, 102.35平米 ,24915元/平米,东南,高楼层,简装,青羊区, 板楼, 9个月前
1835,棕榈泉国际中心,198万,2室2厅2卫, 88.84平米 ,22288元/平米,西,中楼层,精装,高新区, 板塔结合, 3个月前
1836,富丽碧蔓汀,148万,3室1厅1卫, 74.48平米 ,19872元/平米,西南,高楼层,简装,金牛区, 板塔结合, 1年前
1837,颐和京都,87万,2室1厅1卫, 52.89平米 ,16450元/平米,南北,高楼层,精装,青羊区, 塔楼, 1年前
1838,新绿季节,159万,3室1厅2卫, 102平米 ,15589元/平米,东,中楼层,精装,武侯区, 板楼, 1个月前
1839,和信孔雀天成,85万,2室2厅1卫, 79.31平米 ,10693元/平米,南,低楼层,简装,温江区, 板塔结合, 6个月前
1840,东原阅墅,210万,4室2厅1卫, 209.63平米 ,10018元/平米,西,低楼层,毛坯,温江区, 塔楼, 1个月前
1841,招商依云上城二期,95万,3室2厅1卫, 98.53平米 ,9642元/平米,西,低楼层,精装,龙泉驿区, 板塔结合, 1个月前
1842,星光华印象,101万,3室2厅1卫, 74.56平米 ,13547元/平米,西南,中楼层,精装,温江区, 塔楼, 5个月前
1843,一品荷花,85万,2室2厅3卫, 86.19平米 ,9862元/平米,东,低楼层,精装,金牛区, 塔楼, 1年前
1844,恒大天府半岛二期,198万,4室1厅1卫, 134.3平米 ,14744元/平米,东北,中楼层,简装,天府新区, 板塔结合, 2个月前
1845,星辉西路8号,92万,3室1厅1卫, 79.87平米 ,11519元/平米,南北,中楼层,简装,金牛区, 板楼, 6个月前
1846,香山半岛,129万,2室1厅1卫, 89.59平米 ,14399元/平米,东,低楼层,精装,天府新区, 塔楼, 7个月前
1847,南湖国际社区,190万,3室2厅1卫, 135.18平米 ,14056元/平米,东西,高楼层,毛坯,双流区, 板塔结合, 1年前
1848,香瑞楠府,149万,3室2厅2卫, 97.67平米 ,15256元/平米,南,高楼层,简装,双流区, 塔楼, 5个月前
1849,万科金色城市,113万,2室1厅2卫, 72.09平米 ,15675元/平米,西南,中楼层,精装,龙泉驿区, 板塔结合, 5个月前
1850,河畔新世界,208万,3室1厅1卫, 139.61平米 ,14899元/平米,南,低楼层,精装,天府新区, 塔楼, 1个月前
1851,卓锦城四期,150万,2室2厅1卫, 88.47平米 ,16955元/平米,东南,高楼层,简装,锦江区, 板塔结合, 4个月前
1852,时代豪廷广场,77万,3室2厅1卫, 79.71平米 ,9661元/平米,西南,高楼层,精装,郫都区, 塔楼, 6个月前
1853,驿都城,112万,3室2厅1卫, 93.81平米 ,11940元/平米,东北,高楼层,毛坯,龙泉驿区, 塔楼, 1年前
1854,银锣湾,122万,3室2厅1卫, 95.67平米 ,12753元/平米,东,高楼层,精装,成华区, 板塔结合, 3个月前
1855,虹波巷29号,68万,2室1厅1卫, 62.35平米 ,10907元/平米,东,中楼层,其他,成华区, 板楼, 31天前
1856,金牛万达D组团,83万,1室1厅1卫, 55.58平米 ,14844元/平米,南,中楼层,简装,金牛区, 塔楼, 4个月前
1857,光华瑞廷,95万,2室1厅1卫, 83.5平米 ,11378元/平米,东南,中楼层,精装,温江区, 板塔结合, 1年前
1858,交大绿岭一期,135万,2室1厅2卫, 82.3平米 ,16404元/平米,东南,中楼层,精装,锦江区, 板楼, 7个月前
1859,三都汇朝外,118万,2室2厅1卫, 68.09平米 ,17331元/平米,南,高楼层,精装,双流区, 塔楼, 1个月前
1860,恒大未来城二期,130万,3室1厅1卫, 91.66平米 ,14183元/平米,北,中楼层,精装,温江区, 塔楼, 1个月前
1861,紫荆北路16号,135万,3室2厅1卫, 114.67平米 ,11773元/平米,南,中楼层,简装,武侯区, 板楼, 18天前
1862,泰合新光华府,88万,2室2厅1卫, 74.09平米 ,11878元/平米,南,高楼层,精装,温江区, 板塔结合, 10个月前
1863,富丽碧蔓汀,135万,3室1厅1卫, 82.19平米 ,16426元/平米,东,低楼层,简装,金牛区, 板塔结合, 9个月前
1864,星光华印象,117万,3室2厅1卫, 88.61平米 ,13204元/平米,西南,中楼层,精装,温江区, 塔楼, 24天前
1865,绿地悦蓉公馆,142万,3室1厅1卫, 106.41平米 ,13345元/平米,北,高楼层,毛坯,成华区, 板塔结合, 8个月前
1866,文庙前街75号,93万,3室1厅2卫, 70.27平米 ,13235元/平米,东南,高楼层,简装,青羊区, 板塔结合, 5个月前
1867,望江锦园,170万,3室2厅1卫, 90.47平米 ,18791元/平米,西北,高楼层,精装,锦江区, 塔楼, 2个月前
1868,天龙瑞景,87万,2室2厅2卫, 80.57平米 ,10737元/平米,西北,中楼层,精装,新都区, 板塔结合, 1个月前
1869,成大花园,102万,2室2厅1卫, 84.7平米 ,12043元/平米,西北,中楼层,简装,龙泉驿区, 板楼, 3个月前
1870,西派国际,845万,4室2厅2卫, 164.92平米 ,51237元/平米,东,高楼层,精装,高新区, 板塔结合, 1个月前
1871,阳光100米娅中心一期,155万,3室1厅2卫, 92.07平米 ,16836元/平米,东南,低楼层,精装,成华区, 板塔结合, 6个月前
1872,万科金润华府,142万,2室1厅1卫, 65.87平米 ,21558元/平米,东北,低楼层,精装,锦江区, 塔楼, 24天前
1873,洛森堡,135万,3室2厅1卫, 93.51平米 ,14437元/平米,东,高楼层,精装,天府新区, 塔楼, 7个月前
1874,西郡府邸,95万,3室1厅1卫, 93.27平米 ,10143元/平米,南,高楼层,毛坯,郫都区, 暂无数据, 3个月前
1875,天盛壹中心,55万,1室1厅2卫, 48.01平米 ,11456元/平米,东南,高楼层,简装,青羊区, 塔楼, 1年前
1876,长城半岛城邦一期,550万,4室2厅1卫, 164.88平米 ,33358元/平米,南北,低楼层,精装,武侯区, 板楼, 1个月前
1877,南城都汇汇彩园,375万,3室2厅2卫, 99.28平米 ,37772元/平米,南,低楼层,精装,武侯区, 板塔结合, 9个月前
1878,静水苑二期,40万,2室2厅1卫, 85.8平米 ,4663元/平米,南,中楼层,毛坯,新都区, 暂无数据, 1个月前
1879,北延新居B区,78万,3室2厅2卫, 94.47平米 ,8257元/平米,南,高楼层,简装,新都区, 板楼, 1个月前
1880,华宇天府花城,83万,3室2厅1卫, 82.28平米 ,10088元/平米,东南,高楼层,精装,郫都区, 塔楼, 6个月前
1881,保利城一期,107万,3室2厅1卫, 93.04平米 ,11501元/平米,东,低楼层,简装,新都区, 板塔结合, 1年前
1882,中莲池横街8号,149万,2室2厅1卫, 65.04平米 ,22909元/平米,东南,高楼层,简装,锦江区, 板楼, 2个月前
1883,中铁城锦南汇,178万,3室2厅1卫, 91.96平米 ,19357元/平米,北,低楼层,精装,高新区, 塔楼, 5个月前
1884,三九绿城,133万,3室2厅1卫, 101.61平米 ,13090元/平米,南北,低楼层,精装,金牛区, 板楼, 2个月前
1885,中铁诺德·观湖轩,110万,2室1厅1卫, 76.41平米 ,14397元/平米,南,低楼层,毛坯,天府新区, 板塔结合, 2个月前
1886,蓝光花满庭三期北区,117万,3室2厅1卫, 94.11平米 ,12433元/平米,西,高楼层,精装,新都区, 塔楼, 5个月前
1887,新开街7号,215万,3室1厅1卫, 74.15平米 ,28996元/平米,东南,高楼层,简装,锦江区, 板楼, 6个月前
1888,大城际,120万,2室1厅2卫, 77.94平米 ,15397元/平米,西南,高楼层,简装,高新区, 板塔结合, 2个月前
1889,优品尚东,215万,3室2厅1卫, 124.84平米 ,17223元/平米,南,高楼层,毛坯,成华区, 板塔结合, 1个月前
1890,锦东庭园,142万,2室2厅1卫, 68.72平米 ,20664元/平米,北,低楼层,毛坯,锦江区, 塔楼, 2个月前
1891,育苗路8号,69万,2室1厅4卫, 70.88平米 ,9735元/平米,东南,中楼层,简装,金牛区, 板楼, 4个月前
1892,橙郡三期,121万,3室2厅2卫, 89.6平米 ,13505元/平米,东北,高楼层,简装,金牛区, 板塔结合, 1年前
1893,银泰中心,2080万,3室2厅1卫, 281.8平米 ,73812元/平米,南,低楼层,精装,高新区, 板楼, 3个月前
1894,锦里西路123号,180万,3室2厅1卫, 106.13平米 ,16961元/平米,东西,中楼层,简装,青羊区, 塔楼, 4个月前
1895,鑫苑名家一期,113万,3室1厅1卫, 78.79平米 ,14342元/平米,东南,中楼层,简装,锦江区, 塔楼, 2个月前
1896,红帆蓝调,140万,3室2厅1卫, 116.27平米 ,12041元/平米,东南,低楼层,精装,武侯区, 板楼, 6个月前
1897,中铁瑞城锦隆时代,102万,2室1厅1卫, 62.64平米 ,16284元/平米,南,中楼层,精装,青羊区, 板塔结合, 1年前
1898,沙河丽景,188万,3室2厅1卫, 120.94平米 ,15545元/平米,西北,中楼层,精装,成华区, 板楼, 7个月前
1899,天鹅湖北苑,120万,2室1厅1卫, 75.09平米 ,15981元/平米,东,高楼层,简装,高新区, 塔楼, 9个月前
1900,上东阳光美悦林,180万,5室2厅1卫, 117.55平米 ,15313元/平米,东南,高楼层,精装,成华区, 塔楼, 22天前
1901,丽阳天下,106万,2室1厅2卫, 62.53平米 ,16952元/平米,东,高楼层,精装,青羊区, 塔楼, 1年前
1902,中国铁建北湖国际城溪檀三期,127万,3室1厅1卫, 89.28平米 ,14225元/平米,南,低楼层,精装,成华区, 板塔结合, 9个月前
1903,钻石年代,110万,2室2厅1卫, 93.13平米 ,11812元/平米,西南,中楼层,简装,金牛区, 板楼, 5个月前
1904,王家塘街91号,162万,4室2厅1卫, 109.94平米 ,14736元/平米,南,高楼层,简装,青羊区, 板楼, 11个月前
1905,盛世香河,75万,3室1厅3卫, 83.25平米 ,9010元/平米,东南,中楼层,其他,新都区, 板塔结合, 5个月前
1906,新希望锦悦北府,122万,3室2厅1卫, 119.75平米 ,10172元/平米,东,低楼层,精装,新都区, 塔楼, 7个月前
1907,蓝色港湾,112万,2室1厅1卫, 71.81平米 ,15597元/平米,西南,中楼层,其他,成华区, 塔楼, 1个月前
1908,上池正街39号,106万,2室1厅1卫, 71.64平米 ,14797元/平米,东南,高楼层,精装,青羊区, 板楼, 3个月前
1909,中道街99号,210万,3室2厅1卫, 104.84平米 ,20031元/平米,南,高楼层,精装,锦江区, 板楼, 7个月前
1910,洲际亚洲湾A区,130万,3室2厅2卫, 100.87平米 ,12869元/平米,东南,中楼层,精装,温江区, 板塔结合, 8个月前
1911,荣盛花语城,125万,2室2厅1卫, 64.44平米 ,19398元/平米,北,高楼层,精装,青羊区, 塔楼, 7个月前
1912,锦江城市花园3期,82万,2室1厅1卫, 47.64平米 ,17213元/平米,西北,低楼层,精装,锦江区, 板塔结合, 1个月前
1913,花牌坊街6号,75万,2室1厅1卫, 58.1平米 ,12909元/平米,东南,高楼层,精装,金牛区, 板楼, 1个月前
1914,西锦国际三期,80万,1室1厅1卫, 38.77平米 ,20583元/平米,西南,高楼层,精装,金牛区, 塔楼, 1个月前
1915,锦城名都,138万,2室1厅1卫, 88.69平米 ,15560元/平米,西南,高楼层,简装,金牛区, 板塔结合, 1个月前
1916,凤凰山1号,73万,3室1厅1卫, 79.32平米 ,9204元/平米,西北,高楼层,毛坯,新都区, 塔楼, 4个月前
1917,东原亲亲里,118万,2室1厅1卫, 68.44平米 ,17242元/平米,南,中楼层,精装,金牛区, 塔楼, 2个月前
1918,包家巷99号,248万,3室1厅1卫, 103.2平米 ,24032元/平米,东南,低楼层,简装,青羊区, 板塔结合, 5个月前
1919,绿地国际花都三期,82万,3室2厅1卫, 82.38平米 ,9954元/平米,东南,高楼层,简装,郫都区, 塔楼, 1个月前
1920,南城都汇汇晴园五期,210万,3室2厅1卫, 89.76平米 ,23396元/平米,南,低楼层,简装,武侯区, 板楼, 1年前
1921,昆仑华庭,180万,2室1厅2卫, 57.94平米 ,31067元/平米,南,中楼层,精装,锦江区, 板塔结合, 2个月前
1922,金沙巷16号,109万,3室2厅1卫, 129.25平米 ,8434元/平米,东南,低楼层,简装,金牛区, 板楼, 1个月前
1923,观城,195万,3室2厅2卫, 88.64平米 ,22000元/平米,东,低楼层,其他,成华区, 板塔结合, 2个月前
1924,时代丽都美语,248万,3室2厅1卫, 142.61平米 ,17391元/平米,东南,中楼层,简装,武侯区, 板塔结合, 1个月前
1925,富丽苑二期,75万,3室2厅1卫, 88.2平米 ,8481元/平米,东南,低楼层,精装,龙泉驿区, 板楼, 2个月前
1926,汇融悉尼湾达令港,119万,3室1厅1卫, 99.22平米 ,11974元/平米,北,低楼层,精装,新都区, 板塔结合, 4个月前
1927,香满庭,148万,3室2厅2卫, 116.54平米 ,12700元/平米,南,中楼层,精装,新都区, 板楼, 2个月前
1928,昊园江南壹品,65万,3室2厅1卫, 75.94平米 ,8560元/平米,东南,中楼层,其他,龙泉驿区, 塔楼, 2个月前
1929,万科第五城四期,126万,3室1厅1卫, 90.66平米 ,13899元/平米,北,高楼层,简装,双流区, 板塔结合, 2个月前
1930,雄飞新园紫郡,130万,2室1厅1卫, 78.84平米 ,16477元/平米,东南,中楼层,精装,武侯区, 板塔结合, 1个月前
1931,西贵堂,177万,4室2厅1卫, 175平米 ,10115元/平米,南,低楼层,精装,温江区, 板楼, 1年前
1932,丽景苑,90万,2室1厅1卫, 74.92平米 ,12013元/平米,南,中楼层,精装,双流区, 塔楼, 1年前
1933,合能枫丹铂麓一期,136万,3室2厅1卫, 83.56平米 ,16276元/平米,东南,低楼层,精装,天府新区, 塔楼, 1年前
1934,上霖东方,58万,1室1厅2卫, 40.33平米 ,14382元/平米,西北,中楼层,简装,成华区, 板塔结合, 8个月前
1935,明宇豪雅青城,75万,3室2厅2卫, 87.9平米 ,8533元/平米,东南,中楼层,简装,都江堰市, 板楼, 8个月前
1936,富丽园三期,51万,3室2厅1卫, 102.32平米 ,4965元/平米,西南,高楼层,简装,龙泉驿区, 板楼, 2个月前
1937,卓锦万黛,139万,3室1厅4卫, 93.89平米 ,14805元/平米,东南,中楼层,精装,龙泉驿区, 板塔结合, 3个月前
1938,龙光玖龙府二期,68万,2室2厅1卫, 74.65平米 ,9110元/平米,南北,中楼层,精装,新津区, 暂无数据, 2个月前
1939,华润橡树湾B区,103万,3室2厅1卫, 81.73平米 ,12603元/平米,西北,中楼层,精装,郫都区, 板塔结合, 4个月前
1940,远大林语城,102万,2室2厅1卫, 74.11平米 ,13764元/平米,南,中楼层,毛坯,双流区, 板楼, 8个月前
1941,朗基御香,107万,3室2厅1卫, 77.42平米 ,13821元/平米,东南,高楼层,精装,郫都区, 塔楼, 1年前
1942,公园榕郡,120万,3室2厅2卫, 101.11平米 ,11869元/平米,南,中楼层,精装,郫都区, 板塔结合, 1年前
1943,嘉裕第六洲观澜云邸,50万,3室2厅1卫, 99.15平米 ,4993元/平米,南,低楼层,毛坯,崇州市, 板楼, 1个月前
1944,蓝光COCO国际二期,122万,3室2厅1卫, 71.17平米 ,17143元/平米,南,高楼层,精装,成华区, 板塔结合, 1个月前
1945,中铁瑞景茗城,62万,2室1厅1卫, 82.69平米 ,7498元/平米,西北,低楼层,简装,郫都区, 板楼, 1个月前
1946,朗基御香,128万,3室2厅1卫, 84.77平米 ,15100元/平米,东南,高楼层,精装,郫都区, 塔楼, 2个月前
1947,玺印上院,95万,3室1厅2卫, 84.67平米 ,11221元/平米,东南,低楼层,精装,龙泉驿区, 板楼, 1年前
1948,凤凰1号•栖云湖,91万,4室2厅2卫, 138.73平米 ,6560元/平米,北,低楼层,毛坯,青白江区, 暂无数据, 8天前
1949,雅居乐十里花巷,100万,3室2厅1卫, 99.81平米 ,10020元/平米,南,低楼层,简装,双流区, 板塔结合, 5个月前
1950,镏金岁月,128万,1室1厅2卫, 53.11平米 ,24101元/平米,东,低楼层,精装,锦江区, 塔楼, 5个月前
1951,西岸观邸,168万,3室1厅1卫, 92.87平米 ,18090元/平米,东南,高楼层,精装,金牛区, 板塔结合, 2个月前
1952,西财学府尚郡,170万,4室2厅4卫, 158.74平米 ,10710元/平米,东南,中楼层,精装,温江区, 板楼, 2个月前
1953,西财学府尚郡,103万,4室1厅1卫, 126.7平米 ,8130元/平米,东南,低楼层,毛坯,温江区, 板楼, 7个月前
1954,珑熙郡,242万,3室2厅1卫, 86.55平米 ,27961元/平米,东南,中楼层,精装,新武侯区, 塔楼, 1个月前
1955,置信学府杏林一期,65万,2室2厅2卫, 85.72平米 ,7583元/平米,东北,中楼层,简装,温江区, 板塔结合, 6个月前
1956,新龙苑东区,153万,3室1厅1卫, 120.71平米 ,12676元/平米,南,中楼层,简装,成华区, 板楼, 2个月前
1957,绿地悦蓉公馆,142万,3室1厅1卫, 106.41平米 ,13345元/平米,北,高楼层,毛坯,成华区, 板塔结合, 8个月前
1958,文庙前街75号,93万,3室1厅2卫, 70.27平米 ,13235元/平米,东南,高楼层,简装,青羊区, 板塔结合, 5个月前
1959,沙河锦庭,158万,2室1厅1卫, 77.62平米 ,20356元/平米,西北,中楼层,精装,成华区, 塔楼, 2个月前
1960,中房北极星花园,67万,1室1厅2卫, 42.07平米 ,15926元/平米,东北,中楼层,简装,金牛区, 塔楼, 2个月前
1961,丽景华庭二期,55万,1室1厅2卫, 40.09平米 ,13720元/平米,南,高楼层,简装,武侯区, 塔楼, 3个月前
1962,建国巷1号,85万,2室1厅2卫, 71.56平米 ,11879元/平米,西,中楼层,简装,武侯区, 板楼, 7个月前
1963,绿地468公馆三期,205万,3室2厅1卫, 88.49平米 ,23167元/平米,西南,低楼层,简装,锦江区, 塔楼, 14天前
1964,永陵路13号,128万,3室2厅1卫, 93.58平米 ,13679元/平米,南,中楼层,其他,青羊区, 板楼, 7个月前
